X,Y,IDPSC,LIBELLE,TXT,TYPEPSC,TYPEPSC2,NOMFIC,URLFIC,INSEE,DATAPPRO,DATVALID,icon_url
-0.15029157780391,49.2741932900309,P141170001,Constructions pouvant faire l'objet d'un changement de destination,,"16",,,,"14117","20170505","20170505",./0.png
-0.149958987491735,49.2740333541855,P141170002,Constructions pouvant faire l'objet d'un changement de destination,,"16",,,,"14117","20170505","20170505",./0.png
-0.150320196469849,49.273823643592,P141170003,Constructions pouvant faire l'objet d'un changement de destination,,"16",,,,"14117","20170505","20170505",./0.png
