X,Y,fid,Code_insee,NATURE,ADRESSE LO,latitude,longitude,result_lab,result_sco,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,icon_url
-0.114949,49.2930079999873,1,"14117",GARAGE,0001 JARDINS DU CASINO,"49.293008","-0.114949",1 Jardins du Casino 14390 Cabourg,"0.82",housenumber,14117_b046_00001,"1",Jardins du Casino,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.131693,49.2758679999872,2,"14117",GAR.PAR,0068 CALIFORNIA PARK,"49.275868","-0.131693",68 California Park 14390 Cabourg,"0.87",housenumber,14117_b095_00068,"68",California Park,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109757,49.2901209999873,3,"14117",PARKING,0001 RES LES HAMEAUX DU PORT,"49.290121","-0.109757",1 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00001,"1",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109757,49.2901209999873,4,"14117",PARKING,0001 RES LES HAMEAUX DU PORT,"49.290121","-0.109757",1 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00001,"1",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,5,"14117",GARAGE,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,6,"14117",GARAGE,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,7,"14117",PARKING,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,8,"14117",PARKING,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,9,"14117",PARKING,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,10,"14117",PARKING,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,11,"14117",PARKING,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109638,49.2900669999873,12,"14117",PARKING,0002 RES LES HAMEAUX DU PORT,"49.290067","-0.109638",2 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00002,"2",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109457,49.2900219999873,13,"14117",GARAGE,0003 RES LES HAMEAUX DU PORT,"49.290022","-0.109457",3 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00003,"3",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109457,49.2900219999873,14,"14117",PARKING,0003 RES LES HAMEAUX DU PORT,"49.290022","-0.109457",3 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00003,"3",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109253,49.2900389999873,15,"14117",PARKING,0004 RES LES HAMEAUX DU PORT,"49.290039","-0.109253",4 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00004,"4",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,16,"14117",GARAGE,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,17,"14117",GARAGE,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,18,"14117",GARAGE,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,19,"14117",PARKING,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,20,"14117",PARKING,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,21,"14117",PARKING,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,22,"14117",PARKING,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.109064,49.2900129999873,23,"14117",PARKING,0005 RES LES HAMEAUX DU PORT,"49.290013","-0.109064",5 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00005,"5",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108899,49.2899319999873,24,"14117",PARKING,0006 RES LES HAMEAUX DU PORT,"49.289932","-0.108899",6 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00006,"6",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108734,49.2898519999873,25,"14117",GARAGE,0007 RES LES HAMEAUX DU PORT,"49.289852","-0.108734",7 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00007,"7",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108734,49.2898519999873,26,"14117",PARKING,0007 RES LES HAMEAUX DU PORT,"49.289852","-0.108734",7 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00007,"7",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108734,49.2898519999873,27,"14117",PARKING,0007 RES LES HAMEAUX DU PORT,"49.289852","-0.108734",7 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00007,"7",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108734,49.2898519999873,28,"14117",PARKING,0007 RES LES HAMEAUX DU PORT,"49.289852","-0.108734",7 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00007,"7",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108734,49.2898519999873,29,"14117",PARKING,0007 RES LES HAMEAUX DU PORT,"49.289852","-0.108734",7 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00007,"7",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108734,49.2898519999873,30,"14117",PARKING,0007 RES LES HAMEAUX DU PORT,"49.289852","-0.108734",7 Residence les Hameaux du Port 14390 Cabourg,"0.66",housenumber,14117_b108_00007,"7",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,31,"14117",GARAGE,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,32,"14117",GARAGE,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,33,"14117",GARAGE,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,34,"14117",GARAGE,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,35,"14117",GARAGE,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,36,"14117",GARAGE,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,37,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,38,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,39,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,40,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,41,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,42,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,43,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,44,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,45,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.108593,49.2895179999873,46,"14117",PARKING,0010 RES LES HAMEAUX DU PORT,"49.289518","-0.108593",10 Residence les Hameaux du Port 14390 Cabourg,"0.68",housenumber,14117_b108_00010,"10",Residence les Hameaux du Port,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122829,49.2918349999873,47,"14117",GARAGE,0001 AV  ALBERT SERGENT,"49.291835","-0.122829",1 Avenue Albert Sergent 14390 Cabourg,"0.64",housenumber,14117_0010_00001,"1",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122829,49.2918349999873,48,"14117",GARAGE,0001 AV  ALBERT SERGENT,"49.291835","-0.122829",1 Avenue Albert Sergent 14390 Cabourg,"0.64",housenumber,14117_0010_00001,"1",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122829,49.2918349999873,49,"14117",PARKING,0001 AV  ALBERT SERGENT,"49.291835","-0.122829",1 Avenue Albert Sergent 14390 Cabourg,"0.64",housenumber,14117_0010_00001,"1",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122829,49.2918349999873,50,"14117",PARKING,0001 AV  ALBERT SERGENT,"49.291835","-0.122829",1 Avenue Albert Sergent 14390 Cabourg,"0.64",housenumber,14117_0010_00001,"1",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122829,49.2918349999873,51,"14117",PARKING,0001 AV  ALBERT SERGENT,"49.291835","-0.122829",1 Avenue Albert Sergent 14390 Cabourg,"0.64",housenumber,14117_0010_00001,"1",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122445,49.2905949999873,52,"14117",PARKING,0005 AV  ALBERT SERGENT,"49.290595","-0.122445",5 Avenue Albert Sergent 14390 Cabourg,"0.64",housenumber,14117_0010_00005,"5",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,53,"14117",GARAGE,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,54,"14117",GARAGE,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,55,"14117",GARAGE,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,56,"14117",GARAGE,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,57,"14117",PARKING,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,58,"14117",PARKING,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,59,"14117",PARKING,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,60,"14117",PARKING,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122135,49.2895889999873,61,"14117",PARKING,0013 AV  ALBERT SERGENT,"49.289589","-0.122135",13 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00013,"13",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,62,"14117",GARAGE,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,63,"14117",GARAGE,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,64,"14117",GARAGE,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,65,"14117",GARAGE,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,66,"14117",PARKING,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,67,"14117",PARKING,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,68,"14117",PARKING,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,69,"14117",PARKING,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,70,"14117",PARKING,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,71,"14117",PARKING,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.122008,49.2891599999873,72,"14117",PARKING,0021 AV  ALBERT SERGENT,"49.28916","-0.122008",21 Avenue Albert Sergent 14390 Cabourg,"0.68",housenumber,14117_0010_00021,"21",Avenue Albert Sergent,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.111088,49.2935079999873,73,"14117",GAR.PAR,0003 AV  ALBERT 1ER,"49.293508","-0.111088",3 Avenue Albert 1er 14390 Cabourg,"0.59",housenumber,14117_0020_00003,"3",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.111088,49.2935079999873,74,"14117",GAR.PAR,0003 AV  ALBERT 1ER,"49.293508","-0.111088",3 Avenue Albert 1er 14390 Cabourg,"0.59",housenumber,14117_0020_00003,"3",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.111088,49.2935079999873,75,"14117",GAR.PAR,0003 AV  ALBERT 1ER,"49.293508","-0.111088",3 Avenue Albert 1er 14390 Cabourg,"0.59",housenumber,14117_0020_00003,"3",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.111088,49.2935079999873,76,"14117",GAR.PAR,0003 AV  ALBERT 1ER,"49.293508","-0.111088",3 Avenue Albert 1er 14390 Cabourg,"0.59",housenumber,14117_0020_00003,"3",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.111088,49.2935079999873,77,"14117",GAR.PAR,0003 AV  ALBERT 1ER,"49.293508","-0.111088",3 Avenue Albert 1er 14390 Cabourg,"0.59",housenumber,14117_0020_00003,"3",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.111088,49.2935079999873,78,"14117",GAR.PAR,0003 AV  ALBERT 1ER,"49.293508","-0.111088",3 Avenue Albert 1er 14390 Cabourg,"0.59",housenumber,14117_0020_00003,"3",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.111088,49.2935079999873,79,"14117",GAR.PAR,0003 AV  ALBERT 1ER,"49.293508","-0.111088",3 Avenue Albert 1er 14390 Cabourg,"0.59",housenumber,14117_0020_00003,"3",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,80,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,81,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,82,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,83,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,84,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,85,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,86,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,87,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,88,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,89,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,90,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,91,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,92,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
-0.107728,49.2941769999873,93,"14117",GAR.PAR,0022 AV  ALBERT 1ER,"49.294177","-0.107728",22 Avenue Albert 1er 14390 Cabourg,"0.63",housenumber,14117_0020_00022,"22",Avenue Albert 1er,,"14390",Cabourg,"14, Calvados, Normandie","14117",,,,./0.png
