X,Y,ogc_fid,object_rid,fon,hei,tyu,cef,csp,di1,di2,di3,di4,tpa,hta,vta,atr,ogr_obj_lnk,ogr_obj_lnk_layer,ogr_atr_val,ogr_angle,ogr_font_size,x_label,y_label,icon_url
-0.190615130547824,49.2603238372832,"170",Attribut_TEX_id_Objet_347020,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,"1","1","1",TEX_id,Objet_347020,TLINE_id,D.P/40,0,4,467770.12,6911433.38,
-0.246594042563895,49.1930881501889,"301",Attribut_TEX_id_Objet_202460,Times New Roman,1.100000000000000,"1",1.000000000000000,0.040000000000000,-0.747798000000000,0.663926000000000,0.663926000000000,0.747798000000000,"1","1","1",TEX_id,Objet_202460,TLINE_id,COMMUNE     D'ESCOVILLE,48.4000056686504,2.2,463390.54,6904126.85,
-0.027220881992173,49.1523433602085,"1809",Attribut_TEX_id_Objet_524113,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.147809000000000,0.989016000000000,0.989016000000000,-0.147809000000000,"1","1","1",TEX_id,Objet_524113,TLINE_id,COMMUNE         DE        CORBON,351.500024454416,4,479196.48,6898963.05,
-0.027220881992173,49.1523433602085,"1810",Attribut_TEX_id_Objet_524194,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.147809000000000,0.989016000000000,0.989016000000000,-0.147809000000000,"1","1","1",TEX_id,Objet_524194,TLINE_id,COMMUNE         DE        CORBON,351.500024454416,4,479196.48,6898963.05,
-0.027702484545913,49.1525827170575,"1811",Attribut_TEX_id_Objet_744691,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.238533000000000,0.971134000000000,0.971134000000000,-0.238533000000000,"1","1","1",TEX_id,Objet_744691,TLINE_id,COMMUNE  DE  NOTRE-DAME-D'ESTREES- CORBON,346.200021635034,4,479162.39,6898991,
-0.012531235003237,49.1511831406574,"1820",Attribut_TEX_id_Objet_524197,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.182236000000000,0.983255000000000,0.983255000000000,-0.182236000000000,"1","1","1",TEX_id,Objet_524197,TLINE_id,Cne   DE   CORBON,349.499974233116,4,480262.49,6898793.12,
-0.013389529473713,49.1514316553823,"1821",Attribut_TEX_id_Objet_745206,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.197657000000000,0.980271000000000,0.980271000000000,-0.197657000000000,"1","1","1",TEX_id,Objet_745206,TLINE_id,COMMUNE  DE  NOTRE-DAME-D'ESTREES- CORBON,348.600017139955,4,480200.97,6898823.13,
-0.039084102973597,49.1531562867503,"1822",Attribut_TEX_id_Objet_744690,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.020942000000000,0.999781000000000,0.999781000000000,-0.020942000000000,"1","1","1",TEX_id,Objet_744690,TLINE_id,COMMUNE  DE  NOTRE-DAME-D'ESTREES- CORBON,358.800024432063,4,478335.09,6899086.64,
-0.039170429879201,49.2310061732751,"1921",Attribut_TEX_id_Objet_75676,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,"1","1","1",TEX_id,Objet_75676,TLINE_id,DP5,0,4,478662,6907739.76,
-0.154385709322398,49.1960595603869,"2393",Attribut_TEX_id_Objet_480861,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.345298000000000,0.938493000000000,0.938493000000000,-0.345298000000000,"1","1","1",TEX_id,Objet_480861,TLINE_id,COMMUNE     DE     SAINT-SAMSON,339.80001025021,4,470120.19,6904184.72,
-0.022747479487002,49.2907108794577,"2972",Attribut_TEX_id_Objet_292244,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.390731000000000,0.920505000000000,0.920505000000000,-0.390731000000000,"1","1","1",TEX_id,Objet_292244,TLINE_id,à,337.000010057454,4,480111.65,6914330.44,
-0.020579630942129,49.2900921761846,"2973",Attribut_TEX_id_Objet_292238,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.409923000000000,0.912120000000000,0.912120000000000,-0.409923000000000,"1","1","1",TEX_id,Objet_292238,TLINE_id,Dives-Sur-Mer,335.79999904006,4,480266.64,6914255.63,
-0.025942323725444,49.2916549991965,"2975",Attribut_TEX_id_Objet_292240,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.471012000000000,0.882127000000000,0.882127000000000,-0.471012000000000,"1","1","1",TEX_id,Objet_292240,TLINE_id,fer,331.899997612355,4,479883.38,6914444.29,
-0.024713492668854,49.2912593976474,"2976",Attribut_TEX_id_Objet_292241,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.441506000000000,0.897258000000000,0.897258000000000,-0.441506000000000,"1","1","1",TEX_id,Objet_292241,TLINE_id,de,333.799983080711,4,479971.04,6914396.89,
-0.027378168700508,49.2922288238094,"2977",Attribut_TEX_id_Objet_292246,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.560639000000000,0.828060000000000,0.828060000000000,-0.560639000000000,"1","1","1",TEX_id,Objet_292246,TLINE_id,de,325.899988993227,4,479781.43,6914512.08,
-0.023937579957971,49.2910398211312,"2979",Attribut_TEX_id_Objet_292242,Times New Roman,2.000000000000000,"1",1.000000000000000,0.200000000000000,0.405142000000000,0.914254000000000,0.914254000000000,-0.405142000000000,"1","1","1",TEX_id,Objet_292242,TLINE_id,Deauville,336.099979393481,4,480026.52,6914370.32,
