X,Y,e_poste_id,icon_url
-0.118622510458,49.2876030307873,,./0.png
-0.105824598118999,49.2670216057872,,./0.png
-0.100879950429,49.2937176518873,,./0.png
-0.105844692252,49.2813231829872,,./0.png
-0.120549671596,49.2927527100873,,./0.png
-0.105480549985999,49.2953386758873,,./0.png
-0.12512537193,49.2908366557873,,./0.png
-0.116592812328,49.2896457189873,,./0.png
-0.131688770487,49.2851421451873,,./0.png
-0.135495414245,49.2773785595872,,./0.png
-0.127817371258,49.2860824965873,,./0.png
-0.126684051136,49.2882552943873,,./0.png
-0.123310685390999,49.2870011952873,,./0.png
-0.127182519647,49.2864514671873,,./0.png
-0.115045774595,49.2880231643873,,./0.png
-0.141819216331001,49.2809756289872,,./0.png
-0.107549204976999,49.2846888727872,,./0.png
-0.103463664262999,49.2738101076872,,./0.png
-0.126132336401,49.2820993993873,,./0.png
-0.110569560790999,49.2925252066873,,./0.png
-0.128858452815,49.2867125170872,,./0.png
-0.110576625015,49.2949869332873,,./0.png
-0.127775875106,49.2909986086873,,./0.png
-0.120557328669001,49.2773006104872,,./0.png
-0.124928325772,49.2877197075873,,./0.png
-0.107974593465001,49.2855561761872,,./0.png
-0.103588165141001,49.2789687611872,,./0.png
-0.102649730828001,49.2934831519873,,./0.png
-0.146066048635,49.2847143378872,,./0.png
-0.116307522464999,49.2769438996872,,./0.png
-0.116438389457,49.2835623607872,,./0.png
-0.135370517494,49.2822892919873,,./0.png
-0.107093173183,49.2952351991873,,./0.png
-0.105130832103,49.2959240229873,,./0.png
-0.11388957181,49.2911581225873,,./0.png
-0.124341766304999,49.2860002642873,,./0.png
-0.136337362781,49.2895221980873,,./0.png
-0.114414094639999,49.2847544143873,,./0.png
-0.116141223001001,49.2814336404872,,./0.png
-0.1324500354,49.2803815268872,,./0.png
-0.129244547718,49.2897543361873,,./0.png
-0.126747678893,49.2900776858873,,./0.png
-0.129851403338,49.2820135528872,,./0.png
-0.115733269954999,49.2786186553872,,./0.png
-0.116852177786,49.2938032262873,,./0.png
-0.105796829032,49.2670158965872,,./0.png
-0.15428393581,49.2865919003873,,./0.png
-0.155131128648,49.2841357853872,,./0.png
-0.113676976629,49.2928298869873,,./0.png
-0.121129938898,49.2848920036872,,./0.png
-0.146691254347,49.2776640021872,,./0.png
-0.103125240913999,49.2963063031873,,./0.png
-0.121240302570001,49.2833825985873,,./0.png
-0.117191926998,49.2924221117873,,./0.png
-0.130057357826,49.2899717631873,,./0.png
-0.128913924275,49.2860347315873,,./0.png
-0.143598648726999,49.2797703605872,,./0.png
-0.128988248453999,49.2888933857873,,./0.png
-0.127825596618999,49.2883361405873,,./0.png
-0.127296715485999,49.2809804615873,,./0.png
-0.145304780367001,49.2798388222872,,./0.png
-0.145939694364999,49.2875836236873,,./0.png
-0.102249705242999,49.2832663005873,,./0.png
-0.124597424273001,49.2856572972873,,./0.png
-0.137194041156,49.2867236170873,,./0.png
-0.120908878811,49.2901097421873,,./0.png
-0.136942126271,49.2891844045873,,./0.png
-0.131763229499,49.2821543323873,,./0.png
-0.123699886909001,49.2808045367873,,./0.png
-0.126430901746001,49.2889418032873,,./0.png
-0.132540164754999,49.2755120383872,,./0.png
-0.108891786310999,49.2868405394873,,./0.png
-0.103097706973999,49.2881698077873,,./0.png
-0.102224663032,49.2794825966872,,./0.png
-0.109915638719,49.2849958796873,,./0.png
-0.136550918256,49.2790938331872,,./0.png
-0.135982013934,49.2809274837872,,./0.png
-0.151882958197001,49.2844241401872,,./0.png
-0.141906352916999,49.2863703772873,,./0.png
-0.113083775642,49.2943162048873,,./0.png
-0.114334820423,49.2904585587873,,./0.png
-0.122638279049999,49.2921455046873,,./0.png
-0.123240108226,49.2924181694873,,./0.png
-0.104292441121001,49.2961879357873,,./0.png
-0.124051670147,49.2916337055873,,./0.png
-0.125000157385,49.2917165648873,,./0.png
-0.10766041615,49.2930960689873,,./0.png
-0.124987151413,49.2825665935872,,./0.png
-0.108535734217,49.2952531771873,,./0.png
-0.131739042614,49.2885060679873,,./0.png
-0.127906461445,49.2875606445873,,./0.png
-0.102665811719,49.2858024021873,,./0.png
-0.100818334586,49.2918889305873,,./0.png
-0.102703686225,49.2909340019873,,./0.png
-0.121542616692,49.2742704827872,,./0.png
