X,Y,e_poste_id,icon_url
-0.115571320946999,49.2938826908873,,./0.png
-0.118806087166,49.2932826201873,,./0.png
-0.12248520266,49.2835251785873,,./0.png
-0.121634618339999,49.2831267560873,,./0.png
-0.123955704388,49.2829800238873,,./0.png
-0.137505940083999,49.2855670607873,,./0.png
-0.119440454525,49.2858466681873,,./0.png
-0.108444536085999,49.2923633996873,,./0.png
-0.124573228775001,49.2786060047872,,./0.png
-0.108738898818,49.2893988588873,,./0.png
-0.126604574178,49.2912593981873,,./0.png
-0.119529551365,49.2890127048873,,./0.png
-0.141377385403,49.2803121344872,,./0.png
-0.10590459472,49.2854993258873,,./0.png
-0.142947680515999,49.2838592911872,,./0.png
-0.128749666684,49.2842072610873,,./0.png
-0.112883478737999,49.2858689624872,,./0.png
-0.132047176254999,49.2897917016873,,./0.png
-0.150774777973999,49.2743908677872,,./0.png
-0.128826334337001,49.2842481939873,,./0.png
-0.133628353616999,49.2861169832873,,./0.png
-0.105408260382,49.2798155111872,,./0.png
-0.103803209885999,49.2763815614872,,./0.png
-0.105180387496999,49.2730783198872,,./0.png
-0.108192736611,49.2741501687872,,./0.png
-0.138080839385,49.2824731133872,,./0.png
-0.112596607004,49.2883928761873,,./0.png
-0.124130275782,49.2897315449873,,./0.png
-0.116017548494,49.2882858881873,,./0.png
-0.109858317485,49.2897268842873,,./0.png
-0.116337424385999,49.2919472603873,,./0.png
-0.138261517981999,49.2892451318873,,./0.png
-0.129108679841,49.2875897999873,,./0.png
-0.114781947664,49.2888574339873,,./0.png
-0.133541456647,49.2842107864872,,./0.png
-0.121320555654,49.2809669205872,,./0.png
