X,Y,geo_borne,annee,object_rid,creat_date,update_dat,lot,icon_url
-0.044820141438464,49.2384092188003,"6544","2020",Objet_756269,2012/10/16,2014/03/03,NCPA,
-0.041491596866113,49.2388953135573,"6545","2020",Objet_75125,2001/08/17,2014/03/03,NCPA,
-0.223194801297957,49.2455355988453,"6546","2020",Objet_79905,2007/03/09,2014/03/03,NCPA,
-0.214764073275574,49.2472527530679,"6547","2020",Objet_79925,2007/03/09,2014/03/03,NCPA,
-0.214054392869736,49.2479821016889,"6548","2020",Objet_2495586,2020/06/03,2020/06/03,NCPA,
-0.212908579527373,49.2478291913492,"6549","2020",Objet_79839,2007/03/09,2014/03/03,NCPA,
-0.213469434186721,49.247789229536,"6550","2020",Objet_2410375,2020/06/03,2020/06/03,NCPA,
-0.213263735745752,49.2480970209194,"6551","2020",Objet_2410373,2020/06/03,2020/06/03,NCPA,
-0.212390562688582,49.2470793983045,"6552","2020",Objet_2343216,2015/07/07,2015/07/07,NCPA,
-0.212195827722214,49.2473115886871,"6553","2020",Objet_2343208,2015/07/07,2015/07/07,NCPA,
-0.212618314503215,49.2474378983497,"6554","2020",Objet_2341393,2015/07/07,2015/07/07,NCPA,
-0.21272707298475,49.247180107133,"6555","2020",Objet_2338754,2015/07/07,2015/07/07,NCPA,
-0.213041688060358,49.248508806054,"6556","2020",Objet_2151256,2010/09/21,2014/03/03,NCPA,
-0.211419003917149,49.2472465420164,"6557","2020",Objet_759046,2018/07/04,2018/07/04,NCPA,
-0.211419003917149,49.2472465420164,"6558","2020",Objet_759023,2018/07/04,2018/07/04,NCPA,
-0.212014842841472,49.2473825411291,"6559","2020",Objet_759035,2018/07/04,2018/07/04,NCPA,
-0.211550260250018,49.2470675984978,"6560","2020",Objet_765707,2018/07/04,2018/07/04,NCPA,
-0.022818354808375,49.2004194619511,"6561","2020",Objet_527983,2006/06/20,2014/03/03,NCPA,
-0.023161527808782,49.2009773798868,"6562","2020",Objet_528023,2006/06/20,2014/03/03,NCPA,
-0.022818354808375,49.2004194619511,"6563","2020",Objet_528239,2006/06/20,2014/03/03,NCPA,
-0.023161527808782,49.2009773798868,"6564","2020",Objet_528273,2006/06/20,2014/03/03,NCPA,
-0.035808457007967,49.2027339514611,"6565","2020",Objet_927613,2016/08/30,2016/08/30,NCPA,
-0.035808457007967,49.2027339514611,"6566","2020",Objet_926662,2016/08/30,2016/08/30,NCPA,
-0.035854969185426,49.2025462737115,"6567","2020",Objet_926999,2016/08/30,2016/08/30,NCPA,
-0.036284213265765,49.2029047758411,"6568","2020",Objet_928208,2016/08/30,2016/08/30,NCPA,
-0.035854969185426,49.2025462737115,"6569","2020",Objet_928045,2016/08/30,2016/08/30,NCPA,
-0.035312081971101,49.2023591457057,"6570","2020",Objet_926001,2016/08/30,2016/08/30,NCPA,
-0.035312081971101,49.2023591457057,"6571","2020",Objet_927484,2016/08/30,2016/08/30,NCPA,
-0.034879880865485,49.2023945982846,"6572","2020",Objet_978909,2016/08/30,2016/08/30,NCPA,
-0.01921517053511,49.2029965618329,"6573","2020",Objet_11624,2016/02/09,2016/02/09,NCPA,
-0.01921517053511,49.2029965618329,"6574","2020",Objet_11797,2010/07/06,2016/02/09,NCPA,
-0.01910615705619,49.203057773653,"6575","2020",Objet_511172,2016/02/09,2016/02/09,NCPA,
-0.01910615705619,49.203057773653,"6576","2020",Objet_724662,2010/07/06,2016/02/09,NCPA,
-0.137552138928781,49.2799495641425,"6577","2020",Objet_310466,2001/04/17,2014/03/03,NCPA,
-0.137553287678337,49.2799322607427,"6578","2020",Objet_310467,2001/04/17,2014/03/03,NCPA,
-0.138043315375701,49.2797546061382,"6579","2020",Objet_310472,2001/04/17,2014/03/03,NCPA,
-0.132514460563877,49.280586365089,"6580","2020",Objet_310468,2001/04/17,2014/03/03,NCPA,
-0.132611559235502,49.2805231166171,"6581","2020",Objet_310469,2001/04/17,2014/03/03,NCPA,
-0.132922102779397,49.2800840247791,"6582","2020",Objet_310470,2001/04/17,2014/03/03,NCPA,
-0.13312147357693,49.2802377267671,"6583","2020",Objet_310471,2001/04/17,2014/03/03,NCPA,
-0.131767118017391,49.2807368496571,"6584","2020",Objet_310473,2001/04/17,2014/03/03,NCPA,
-0.131975410209263,49.2808948200974,"6585","2020",Objet_310474,2001/04/17,2014/03/03,NCPA,
-0.132253037017117,49.2804570347904,"6586","2020",Objet_310475,2001/04/17,2014/03/03,NCPA,
-0.13235042745062,49.2804620631222,"6587","2020",Objet_310476,2001/04/17,2014/03/03,NCPA,
-0.132437810039051,49.2803542640094,"6588","2020",Objet_310477,2001/04/17,2014/03/03,NCPA,
-0.132497285732671,49.2803916748695,"6589","2020",Objet_310478,2001/04/17,2014/03/03,NCPA,
-0.132468027276304,49.2804103378612,"6590","2020",Objet_310479,2001/04/17,2014/03/03,NCPA,
-0.027527766032873,49.2386071169239,"6591","2020",Objet_1004668,2018/12/07,2018/12/07,NCPA,
-0.028506535974947,49.2386275111081,"6592","2020",Objet_766141,2018/12/07,2018/12/07,NCPA,
-0.02958712827072,49.238441836658,"6593","2020",Objet_375022,2014/11/18,2014/11/18,NCPA,
-0.029056455118968,49.2392731377679,"6594","2020",Objet_375306,2014/11/18,2014/11/18,NCPA,
-0.029136787708477,49.2394927032323,"6595","2020",Objet_375324,2014/11/18,2014/11/18,NCPA,
